pmid	yearPublished	monthPublished	pmidRetraction	yearRetracted	monthRetracted	retractionType
18224727	2008	Jan	17956591	2008	Jan	RetractionIn
18231701	2008	Mar	19572167	2009	Jul	RetractionIn
1824564			1527778			RetractionIn
18250556	2007	Nov	18633195	2008	Apr	RetractionIn
18251634	2008	Feb	18454652	2008	May	RetractionIn
18278471	2008	Feb	18807653	2008	Jun	RetractionIn
18292432	2008	Mar	21451067	2011	May	RetractionIn
18292803	2008	Mar	19603550	2009	Jul	RetractionIn
18296915	2008	Apr	20949665	2010	Jul	RetractionIn
18303154	2008	Mar	18668719	2008	Aug	RetractionIn
18310117	2008	Mar	19011218	2008	Dec	RetractionIn
18310452	2008	Mar	20841365	2010	Oct	RetractionIn
18317129	2008	Mar	18766085	2008	Sep	RetractionIn
18321333	2008	Mar	19703191	2009	Sep	RetractionIn
18322848	2008	Mar	20432161	2010	May	RetractionIn
18327875	2008	Sep	19238689	2009	Feb	RetractionIn
18329784	2008	May	18668707	2008	Jul	RetractionIn
18339155	2008	Apr	19175582	2009	Feb	RetractionIn
18339646	2008	Jul	18922814	2008	Nov	RetractionIn
18348170			19639629			RetractionIn
18349188	2008	Apr	18713925	2008	Sep	RetractionIn
18349203	2008	Apr	19299812	2009	Apr	RetractionIn
18351416	2008	May	19572166	2009	Jul	RetractionIn
18356840	2008	May	19584876	2009	Jun	RetractionIn
18358812	2008	Mar	18630350	2008	Jul	RetractionIn
18387770			20891033			RetractionIn
18389185			21085959	2011	Feb	RetractionIn
18389490	2008	Jul	19391125	2009	May	RetractionIn
18398079	2008	Apr	19380477	2009	May	RetractionIn
183981	1976	Sep	400964	1977	Feb	RetractionIn
18401421	2008	Jun	20376085	2010	May	RetractionIn
18402204	2008	Feb	18833694	2008	Aug	RetractionIn
18410446	2008	May	20712068	2008	May	RetractionIn
18411340	2008	May	19808249	2009	Oct	RetractionIn
18413006	2008	Jul	21540656	2011	Jun	RetractionIn
18422744	2008	Jun	19076786	2008	Dec	RetractionIn
18426330	2008	May	20217965	2010	Mar	RetractionIn
18426626	2008	Sep	21540657	2011	Jun	RetractionIn
18436834	2008	May	19776345	2009	Oct	RetractionIn
18445936			18949862			RetractionIn
18446488	2008		19533370	2009		RetractionIn
18452082	2008	Jul	19504397	2009	Jun	RetractionIn
18463039	2008	Apr	18754175			PartialRetractionIn
18463486	2008	May	19421012	2009	May	RetractionIn
18472592	2008	Apr	19771609	2009	Aug	RetractionIn
18476299	2008	Jan	18478651	2008	Feb	RetractionIn
1848710	1991	Mar	8234308	1993	Nov	RetractionIn
18487988	2008	Jun	21488230	2010	Apr	RetractionIn
18500349	2008	Jun	20134478	2010	Feb	RetractionIn
18500509	2008	Aug	19424682	2009	Jul	RetractionIn
18500511	2008	Sep	19390841	2009	Jul	RetractionIn
18500756	2008	May	20922815	2010	Nov	RetractionIn
18508798	2008	Jul	18669978	2008	Aug	RetractionIn
18510929	2008	May	20617561	2010	Jul	RetractionIn
18514061	2008	Aug	20973163	2010	Oct	RetractionIn
18528650	2008	May	19089549	2008	Nov	RetractionIn
18544868	2008	Jun	19609039	2009	Jul	RetractionIn
18555977	2008	Jul	20464777	2010	Jul	RetractionIn
18559516	2008	Jun	21245092	2011	Feb	RetractionIn
18568291	2008	Oct	21553204	2011	May	RetractionIn
18568464	2008		19330575	2009		RetractionIn
18570267	2008	Aug	19391101	2009	May	RetractionIn
18570278	2008	Aug	19067374	2008	Dec	RetractionIn
18590891			19700129			RetractionIn
18592845	2008	Jun	18814384	2008	Sep	RetractionIn
18599453	2008	Jul	19380749	2009	Apr	RetractionIn
18599454	2008	Jul	20160072	2010	Mar	RetractionIn
18614793	2008	Jul	18815407	2008	Sep	RetractionIn
18622062			19177602			RetractionIn
18632415	2008	Jul	20514739	2010	May	RetractionIn
18633013	2008	Aug	21451065	2011	May	RetractionIn
18644686	2009	May	20632463	2010	May	RetractionIn
18652090	2008	Jul	20213963	2010	Jan	RetractionIn
18654017	2008	Aug	18948672	2008	Nov	RetractionIn
18654872			21322769	2011	May	RetractionIn
18662363			19400820			RetractionIn
18664249	2008		18694506	2008		RetractionIn
18686939	2008	May	19637404	2009	May	RetractionIn
18688044	2008	Sep	19745169	2009	Sep	RetractionIn
18688632	2009	Jul	20872267	2010	Dec	RetractionIn
18692561			20891034			RetractionIn
18692991	2008	Oct	19866515	2009	Dec	RetractionIn
18693175	2008	Aug	19670505	2009	Aug	RetractionIn
18694522	2008		19607687	2009		RetractionIn
18698377	2008		19192491	2008		RetractionIn
18704014	2008	Oct	19365234	2009	May	RetractionIn
18704087	2008	Aug	20376151	2010	Apr	RetractionIn
18716186	2008	Sep	19022988	2008	Dec	RetractionIn
18717013	2008	Mar	18618946	2008	Apr	RetractionIn
18718126	2008	Sep	19406009	2009	May	RetractionIn
18729258	2008	Sep	19391126	2009	May	RetractionIn
18758063	2008	Sep	19522041	2009	Jun	RetractionIn
1876370	1991	Sep	1923217	1991	Nov	RetractionIn
18765339	2009	Jan	19129144	2009	Mar	RetractionIn
18703532	2009	Jan	21917991	2011	Oct	RetractionIn
18458091	2008	Jun	21812127	2011	Jun	RetractionIn
18055753	2007	Dec	21508781	2011	May	RetractionIn
17970858	2007	Nov	21649776	2011	Jun	RetractionIn
17418097	2007	May	19777640	2009	Oct	RetractionIn
17138800	2006	Dec	21422878	2011	Apr	RetractionIn
17135312	2006	Nov	21602548	2011	Jun	RetractionIn
17039348	2006	Dec	21604011	2011	Jul	RetractionIn
16963789	2006	Nov	21685126	2011	Jul	RetractionIn
16709778	2006	May	21960607	2011	Sep	RetractionIn
16648433	2006	May	21508781	2011	May	RetractionIn
16645343	2006	Jun	16871030	2006	Sep	RetractionIn
16579874	2006	May	22538400	2012	Jun	RetractionIn
16575915	2006	Jul	22536599	2012	Jul	RetractionIn
16319281	2005	Dec	21422878	2011	Apr	RetractionIn
16260544	2005	Nov	21508781	2011	May	RetractionIn
16157375	2006	Mar	21887858	2011	Aug	RetractionIn
15985545	2005	Oct	21546458	2011	Jun	RetractionIn
15946590	2005	Jul	22371000	2012	Apr	RetractionIn
15793222	2005	Mar	22016497	2011		RetractionIn
15703630	2004	Mar	22357136	2012	Mar	RetractionIn
15640275	2005	Jul	21784791	2011	Aug	RetractionIn
15276654	2004	Aug	21870359	2011	Sep	RetractionIn
14742313	2004	Jun	22532577	2012	May	RetractionIn
14716207	2004	Feb	21897154	2011	Sep	RetractionIn
14712346	2004	Mar	21604012	2011	Jul	RetractionIn
14643807	2003	Dec	22191098	2011	Dec	RetractionIn
14623532	2003	Sep	22250293	2012	Jan	RetractionIn
12893944	2003	Aug	15044784	2004	Mar	RetractionIn
12720429	2003	May	16787103	2006	Jun	RetractionIn
12029431	2002	May	21647619	2011	Aug	RetractionIn
11878519	2001	Nov	21685126	2011	Jul	RetractionIn
18771528	2008	Nov	21265954	2011	Feb	RetractionIn
18783367	2008	Sep	20128857	2009	Dec	PartialRetractionIn
18788947	2008	Sep	19115940	2008	Dec	RetractionIn
18790478	2009	Jan	19645121	2009	Jan	RetractionIn
18802478	2008	Oct	19043845	2008	Nov	RetractionIn
18806057	2008	Oct	21106972	2010	Dec	RetractionIn
18812551	2008	Oct	20176752	2010	Feb	RetractionIn
18819028	2008		19058046	2009	Feb	RetractionIn
18821210			19116816			RetractionIn
18824687	2008	Oct	19380733	2009	Apr	RetractionIn
18828704	2008	Oct	19341349	2009	Apr	RetractionIn
18845673	2008	Dec	20135772	2010	Feb	RetractionIn
18846795	2008	Sep	19031650	2008	Nov	RetractionIn
18854833	2008	Nov	21206499	2011	Jan	RetractionIn
18922037	2008	Dec	20184346	2010	Mar	RetractionIn
18922744	2008	Nov	19309790	2009	Mar	RetractionIn
18931204	2008	Nov	21451087	2011	May	RetractionIn
18942003	2008		19929303	2009		RetractionIn
18946316	2008	Nov	20177373	2010	Apr	RetractionIn
18947353	2008	Sep	21454725	2011	Apr	RetractionIn
18950327	2008	Nov	19076528	2009	Jan	RetractionIn
18969990	2005	Mar	19368042	2009	Jun	RetractionIn
18974775	2009	Feb	20865014			RetractionIn
19017976	2008	Dec	20483797	2010	Jun	RetractionIn
19021990	2008	Dec	19623768	2009	Jul	RetractionIn
19023421	2008	Nov	20305807	2010	Mar	RetractionIn
19023854	2008	Dec	19946835	2009	Dec	RetractionIn
19024117	2008	Oct	19195270	2009	Jan	RetractionIn
19029826	2009	Jan	19838083	2009	Sep	RetractionIn
19032896	2008	Dec	19486588	2009	Jun	RetractionIn
19040206	2009	Feb	19382283	2009	May	RetractionIn
19043384	2008	Dec	19734840	2009	Aug	RetractionIn
19055698	2008	Dec	19874555	2009	Nov	RetractionIn
19086961	2008	Dec	19262535	2009	Mar	RetractionIn
19090072	2008	Nov	19496286	2009	Feb	RetractionIn
19099434	2009	Jan	20578759	2010	Aug	RetractionIn
19100512	2009	Jan	19489159	2009	Jul	RetractionIn
19101586	2009	Mar	20510735	2010	Jul	RetractionIn
19110737	2008	Nov	19274879	2009	Mar	RetractionIn
19115107	2009	Jun	19475506	2009	Aug	RetractionIn
19116866	2009		20183618	2009	Aug	RetractionIn
19117294	2009	Jan	19459165	2009	Jun	RetractionIn
19117302	2009	Jan	19459165	2009	Jun	RetractionIn
19121620	2009	Feb	19725179	2009	Oct	RetractionIn
19122277	2009	Jan	19517630	2009	Jun	RetractionIn
1912585	1991	Oct	11012249	1999	May	RetractionIn
19127202	2009	Feb	19465845	2009	Jun	RetractionIn
1912750	1991	Aug	11487416	2001	Aug	RetractionIn
19128265			20862807			RetractionIn
19136170	2009	Jan	19344963	2009	May	RetractionIn
19139573	2009	Jan	19609040	2009	Jul	RetractionIn
19142922	2009		21125570	2010	Dec	RetractionIn
19151195	2009	Jun	21123753	2010	Dec	RetractionIn
19151303	2009	Feb	21451085	2011	May	RetractionIn
19152534	2009	Feb	19878481	2009		RetractionIn
19153932	2009		19890759	2010		RetractionIn
19164130	2009	Apr	21357248	2011	Mar	RetractionIn
19179414	2009	Apr	21177935	2011	Jan	RetractionIn
19181022	2008		19678437	2009		RetractionIn
19182675	2009	Feb	19337121	2009	Apr	RetractionIn
19183482	2009		19374743	2009		RetractionIn
19193721	2009	Jun	19643742	2009	Aug	RetractionIn
19196658	2009	Apr	20383878	2010	Apr	RetractionIn
19199800	2009	Mar	21520973	2011	May	RetractionIn
19215781	2009	Feb	21360846	2011	Feb	RetractionIn
19229901	2009	Apr	19472291	2009	Jun	RetractionIn
19236848	2009	Apr	19725178	2009	Oct	RetractionIn
19237581	2009	Mar	21127265	2010	Dec	RetractionIn
19251238	2009	Feb	20452852	2010	Jun	RetractionIn
19253806	2009	Feb	20198755	2010	Jan	RetractionIn
19254718	2009	Apr	19760805	2009	Sep	RetractionIn
19256084	2009	Apr	20082963	2010	Feb	RetractionIn
19257009	2009	Jan	20373548	2010	Mar	RetractionIn
19261910	2009	Mar	19948690	2009	Dec	RetractionIn
19265329	2009	Mar	19421013	2009	May	RetractionIn
19271734	2009	Apr	19827838	2009	Oct	RetractionIn
19285023	2009	Mar	19725173	2009	Oct	RetractionIn
19288944	2009	Mar	19449482	2009	May	RetractionIn
19289130	2009	May	21077284	2010	Nov	RetractionIn
19293376	2009	Mar	19357308	2009	Apr	RetractionIn
19298132	2009	Jul	20235840	2010	Mar	RetractionIn
19306990	2009	Aug	20050156	2010	Jan	RetractionIn
19309363	2009	May	21265955	2011	Feb	RetractionIn
19321219	2009	May	20615571	2010	Sep	RetractionIn
19334954	2009	Mar	20192529	2010	Feb	RetractionIn
19352700	2009	Oct	20112029	2010	Apr	RetractionIn
1935905	1991	Dec	1396574	1992	Oct	RetractionIn
19367671	2009	Sep	19670213	2009	Sep	RetractionIn
19379691	2009	Apr	20873370	2010	Sep	RetractionIn
19381036	2009	Apr	19891088	2009	Oct	RetractionIn
19387376	2009	May	19662678	2009	Aug	RetractionIn
1939140	1991	Nov	8354669	1993	Aug	RetractionIn
19399172	2009		20221242	2010		RetractionIn
19400611	2009	May	20217965	2010	Mar	RetractionIn
19400612	2009	May	20217965	2010	Mar	RetractionIn
19403381	2009	Apr	19967830	2009	Aug	RetractionIn
19406812	2009	May	20068239	2010	Jan	RetractionIn
19413639	2009	Apr	19817897	2009	Oct	RetractionIn
19417521	2009	Mar	19422168	2009	Apr	RetractionIn
19420794	2009		20086311	2010		RetractionIn
19420896	2009		20458779	2009		RetractionIn
19448213	2009	Jun	21106973	2010	Dec	RetractionIn
19448401	2009	Jun	21430443	2011	Apr	RetractionIn
19450708	2010	Feb	21174368	2010	Dec	RetractionIn
19455077	2009	Aug	19859027	2009	Nov	PartialRetractionIn
19458470	2009	May	20052812	2009	Dec	RetractionIn
19466811	2009	Jul	20420464	2010	May	RetractionIn
19471880	2009	May	19557376	2009	Jun	RetractionIn
19477244	2009	Aug	19941939	2010	Mar	RetractionIn
19481479			20506583	2010	Mar	PartialRetractionIn
19484686	2009		19718576			RetractionIn
19486219	2009	May	19740305			RetractionIn
19490015	2009	Jul	21089224	2010	Aug	RetractionIn
19504437	2009	Jun	19806586	2009	Oct	RetractionIn
19514790	2009	Jun	20973504	2010	Nov	RetractionIn
19524249	2009	Sep	21553730	2011	May	RetractionIn
19538383	2009	Jun	19703005	2009	Sep	RetractionIn
19557557	2009	Jun	19842787	2009	Dec	RetractionIn
19562870	2008	Sep	21180206			RetractionIn
19566363	2009	Jul	20217965	2010	Mar	RetractionIn
19579217	2009	Sep	21225991	2011	Jan	RetractionIn
19602735			21287778			RetractionIn
19606044	2009	Dec	21540658	2011	Jun	RetractionIn
19607689	2009		19818140	2009		RetractionIn
19632515	2009	Aug	20684042	2010	Mar	RetractionIn
19633587	2009	Aug	19915439	2009	Nov	RetractionIn
19635619	2009	Oct	21553729	2011	May	RetractionIn
19643896	2010		20068238	2010	Jan	RetractionIn
19648113	2009	Oct	20617572	2010	Jul	RetractionIn
19655975	2009	Jul	19791980	2009	Sep	RetractionIn
19660498	2009	Sep	21500420	2011	Apr	RetractionIn
19661499	2010		20068237	2010	Jan	RetractionIn
19664125	2009	Aug	20402681	2010	Apr	RetractionIn
19665971	2009	Aug	21074053	2010	Nov	RetractionIn
1967127	1990	Sep	8113963	1994	Feb	RetractionIn
1967819	1990	Jan	8371721	1993	Sep	RetractionIn
19678640	2009	Sep	20961083	2010	Oct	RetractionIn
19684320	2010		20068241	2010	Jan	RetractionIn
19686832			20891035			RetractionIn
19694877	2009	Sep	19821879	2009	Nov	RetractionIn
19720939	2009	Sep	20194873	2010	Mar	RetractionIn
19725757	2009	Sep	19916875	2009	Dec	RetractionIn
19734285	2010		20068240	2010	Jan	RetractionIn
19757704	2009	Aug	20535878	2010	Jun	RetractionIn
1975894	1990	Sep	1354831	1992	Aug	RetractionIn
19762904	2009	Oct	20682723	2010	Aug	RetractionIn
19765096	2009	Sep	21526572	2011	Feb	RetractionIn
1977932	1990	Dec	1861290	1991	Aug	RetractionIn
19781102	2009		19828028	2009		RetractionIn
19782726	2009	Dec	20626085	2010	Aug	RetractionIn
19794843	2009	Apr	19816134	2009	Jun	RetractionIn
19797727	2010	Feb	20139396	2010	Feb	RetractionIn
1979954	1990	Dec	11284436	2001	Mar	RetractionIn
19815770	2009	Oct	21071648	2010	Nov	RetractionIn
19817692	2009	Aug	21166649			RetractionIn
19843519	2009	Dec	20617571	2010	Jul	RetractionIn
19863197	2009	Dec	20001573	2010	Jan	RetractionIn
19878337	2009	Oct	21046708	2010	Nov	RetractionIn
19882364	2010	Mar	21104110	2010	Dec	RetractionIn
19891753	2009	Nov	20377824	2010	Apr	RetractionIn
19895380	2009	Jun	20158675	2010	Apr	RetractionIn
19908618	2009	Aug	20460011	2010	May	RetractionIn
19915821	2010	Jun	21052979	2010	Dec	RetractionIn
19916619	2009	Nov	20515117	2010	May	RetractionIn
19923501	2009	Dec	21106980	2010	Dec	RetractionIn
19933356	2010	Feb	21527641	2011	May	RetractionIn
19938021	2010	Jan	21170951	2010	Dec	RetractionIn
19941472	2010		20726063	2010		RetractionIn
19942059	2010	Jan	20626113	2010	Jul	RetractionIn
19945381	2009	Nov	21029867	2010	Oct	RetractionIn
19951606	2009	Nov	21542982	2011	Apr	RetractionIn
1996082	1991	Feb	17213995	2007	Jan	RetractionIn
19965658	2009	Dec	20220115	2010	Apr	RetractionIn
19966658			20305530			RetractionIn
1998509	1991	Feb	9230040	1997	Jun	RetractionIn
20002225	2010	Jan	20936755	2010	Oct	RetractionIn
20004514	2010	Apr	20737670	2010	Oct	RetractionIn
20005630	2010	Apr	20737669	2010	Oct	RetractionIn
20021100	2004		20199169	2010	May	RetractionIn
20035226	2010	Apr	21389808	2011	Apr	RetractionIn
20039489	2009	Sep	20043360	2009	Dec	RetractionIn
2004418	1991	Mar	1591774	1992	May	RetractionIn
2005877	1991	Mar	8371721	1993	Sep	RetractionIn
20061557	2010	Mar	20574044	2010	Aug	RetractionIn
20069325	2010	Apr	21120561	2011	Jan	RetractionIn
20071663	2010	Jan	20574045	2010	Aug	RetractionIn
20075728	2010	Apr	20592535	2010	Aug	RetractionIn
20082444	2010	Jan	20641129	2010	Aug	RetractionIn
20091744	2010	Apr	20380034	2010	Apr	RetractionIn
2009973	1991	Mar	9687235	1998	Jun	RetractionIn
20102336	2010	Apr	21348858	2011	Mar	RetractionIn
20103540	2010	Apr	21106975	2010	Dec	RetractionIn
20110993	2010	Jan	20944751	2010	Oct	RetractionIn
20112019	2010	Jul	21318428	2011	Apr	RetractionIn
20122184	2010		20482900	2010		RetractionIn
20130482	2010	Mar	20921858	2010	Oct	RetractionIn
20136543	2010	Feb	21303290	2011	Feb	RetractionIn
20169619	2010	Feb	20432382	2010	May	RetractionIn
20188284			20188287			RetractionIn
20200778	2010	Jan	21298245	2011	Jan	RetractionIn
20213454	2010	Apr	20661760	2010	Sep	RetractionIn
20234302	2010	May	21273842	2011	Feb	RetractionIn
20302847	2010	Jul	20799414	2010	Oct	PartialRetractionIn
20306608	2010	Jan	21361056	2010	Sep	RetractionIn
2033668	1991	Jun	1895410	1991	Oct	RetractionIn
20351245	2010	Jul	20616067	2010	Jul	RetractionIn
20357676	2010	Apr	20697229	2010	Aug	RetractionIn
2037350	1991	Jun	8406848	1993	Oct	RetractionIn
20375226	2010	Aug	21411680	2011	Apr	RetractionIn
20402872	2010	Apr	21182616	2010	Dec	RetractionIn
2040822	1991	Jan	1960483	1991	Sep	RetractionIn
2040823	1991	Jan	1960483	1991	Sep	RetractionIn
20414968	2010	Jan	20931702	2010	Jan	RetractionIn
20418299	2010	May	20664094	2010	Aug	RetractionIn
20427961	2010		20527365	2010		RetractionIn
20442581	2010	Jun	21124097	2011	Jan	RetractionIn
20451373	2010	Jun	21465684	2011	Mar	RetractionIn
20455114	2010	May	20686986	2010	Aug	RetractionIn
20462659	2010	Jul	20964248			RetractionIn
20464617	2010	Jun	21538125	2011	Jun	RetractionIn
20485002	2010	Jun	21471772	2011	May	RetractionIn
20486884	1999		20486885	2003		RetractionIn
20489582	2010	Jul	20966679	2010	Nov	RetractionIn
20502687	2010	May	21151944	2010		RetractionIn
20513558	2010	Jun	21702215	2011	Jun	RetractionIn
20546843	2010	Aug	21462431	2011	Mar	RetractionIn
20547538	2011	Jan	21474470	2011	May	RetractionIn
20553821	2010	Sep	21682001	2011	May	RetractionIn
205552	1978	Mar	7002682	1980	Aug	RetractionIn
20574642	2010	Sep	21442226	2011	May	RetractionIn
205799	1978	Apr	7002682	1980	Aug	RetractionIn
20588141			21192212			RetractionIn
20609054	2010	May	20857609	2010	Sep	RetractionIn
20633622	2010	Sep	21516631	2011	Mar	RetractionIn
20646134	2008	Aug	20646167	2010	Aug	RetractionIn
20656892	2010	Oct	21368022	2011	Mar	RetractionIn
20659467	2010	Aug	21265052	2011	Jan	RetractionIn
20663162	2010		20707907	2010		RetractionIn
20665787	2010	Aug	21337416	2011	Mar	RetractionIn
20683741	2010	Nov	21110211	2011	Jan	RetractionIn
20697107	2010	Aug	21135394			RetractionIn
20724916	2010	Oct	21282984	2011	Mar	RetractionIn
20803348	2010	Oct	21104109	2010	Dec	RetractionIn
20830559	2010		21409849	2010		RetractionIn
20840810	2010	Sep	21081045	2010	Nov	RetractionIn
20842514	2010	Dec	21107626	2011	Jan	RetractionIn
20843327	2010		21176130	2010		RetractionIn
20845913	2010	Oct	21110522	2010	Dec	RetractionIn
20846133	2010	Aug	21108618	2010	Nov	RetractionIn
20879957	2010	Oct	21126155	2010	Dec	RetractionIn
20883167	2010	Oct	21319981	2011	Feb	RetractionIn
2089274	1990		8008220	1994	Apr	RetractionIn
20924196	2010		21196765	2010		RetractionIn
20942877	2010	Aug	21314668	2011	Feb	RetractionIn
20954671	2010	Oct	21323223	2011	Feb	RetractionIn
20976990	2009	Mar	19678438	2009	Jun	RetractionIn
2101137	1990	Dec	1291765	1992	Jun	RetractionIn
2105793	1990	Jan	7627038	1995	Jul	RetractionIn
21063492	2010		21475564	2011		RetractionIn
21063496	2010		21475563	2011		RetractionIn
21077410	1999	Dec	20567194	2010	Jul	RetractionIn
21166349			21608297	2011	Mar	RetractionIn
21176917	2011	Mar	21520509	2011	May	RetractionIn
2124237	1990	Dec	1541834	1992	Mar	RetractionIn
21291296	2011	Apr	21591868	2011	Jun	RetractionIn
213200	1978	Nov	3899403	1985	Oct	RetractionIn
2135381	1990	Mar	1565437	1992	Apr	RetractionIn
21355427	2010	Dec	21542215	2011	Mar	RetractionIn
2137012	1990	Feb	8286407	1994	Jan	RetractionIn
2140957	1990	Jun	1516129	1992	Sep	RetractionIn
2143016	1990	Jul	2235528	1990	Oct	RetractionIn
2145649	1990	Oct	1801275	1991	Jul	RetractionIn
2161500	1990	Jun	1448156	1992	Nov	RetractionIn
2163836	1990	May	8444162	1993	Feb	RetractionIn
2174558	1990	Dec	10798958	2000	Feb	RetractionIn
2176153	1990	Dec	8013471	1994	Jun	RetractionIn
2178033	1990	Nov	9247058	1997	Jun	RetractionIn
217854	1979	Feb	3902780	1985	Oct	RetractionIn
2190194	1990		2201959	1990		RetractionIn
2202594	1990	Sep	1547782	1992	Mar	RetractionIn
2214028	1990	Nov	1942261	1991	Dec	RetractionIn
221532	1979	May	3914485	1985	May	RetractionIn
2226778	1990	Sep	9687235	1998	Jun	RetractionIn
2242108	1990	Apr	2216617	1990	Oct	RetractionIn
2253615	1990	Nov	1915353	1991	Sep	RetractionIn
2258211	1990	Oct	8354538	1993	Jul	RetractionIn
2265954	1990	Sep	8169062	1993	Dec	RetractionIn
2287751	1990		9625650	1997		RetractionIn
2303032	1990	Feb	1915308	1991	Nov	RetractionIn
2326635	1990	Apr	2218505	1990	Oct	RetractionIn
2329615	1990	May	1512856	1992	Sep	RetractionIn
2335239	1990	Apr	9687234	1998	Jun	RetractionIn
2351298	1990	May	11284436	2001	Mar	RetractionIn
239707	1975	May	195582	1977	Apr	RetractionIn
2416588	1985	Dec	2189745	1990	May	RetractionIn
2433688	1987	Feb	3309945	1987	Oct	RetractionIn
2437580	1987	May	8234308	1993	Nov	RetractionIn
2441265			1461278	1992	Dec	RetractionIn
2452833	1988	May	14561712	2003	Oct	RetractionIn
2460496	1988	Sep	2663915	1989	May	RetractionIn
2467922	1989	Apr	14561712	2003	Oct	RetractionIn
2474759	1989	Jun	8927055	1996	Oct	RetractionIn
2478292	1989	Oct	1988145	1991	Jan	RetractionIn
2479012	1989	Oct	1502206	1992	Aug	RetractionIn
2502220	1989	May	2504378	1989	Jul	RetractionIn
2520534	1989	May	2134884	1990	Jan	RetractionIn
2536048	1989	Jan	1737860	1992	Feb	RetractionIn
2544648	1989	Jul	2108217	1990	Apr	RetractionIn
2553601	1989		10498826	1999	Oct	RetractionIn
2555243	1989	Dec	1936614	1991	Nov	RetractionIn
2555431	1989	Dec	2201746	1990	Sep	RetractionIn
2563804	1989	Feb	2574815			RetractionIn
2566780	1989	Jun	2574815			RetractionIn
2579626	1985	Feb	2679503	1989	Oct	RetractionIn
2657710	1989	May	2267234	1990	Aug	RetractionIn
2664779	1989	Jul	2406725	1990	Feb	RetractionIn
2665742	1989	Jul	1953717	1991	Oct	RetractionIn
2681489	1989	Nov	1856602	1991	Sep	RetractionIn
2682635	1989	Oct	2204924	1990	Sep	RetractionIn
2683385	1989	Jan	11256354	2000		RetractionIn
2684636	1989	Oct	2203648	1990	Sep	RetractionIn
2684782	1989	Oct	2227448	1990	Sep	RetractionIn
2689396	1989	Dec	7790283	1995	Jun	RetractionIn
2714889	1989	May	10336343	1999	May	RetractionIn
2737192	1989		2292250	1990		RetractionIn
2769271	1989	Oct	8289058	1993	Oct	RetractionIn
2788173	1989	Aug	14561712	2003	Oct	RetractionIn
2802218	1989	Oct	8239002	1993	Nov	RetractionIn
2832066	1988	Mar	2199061	1990	Aug	RetractionIn
2935936	1986	Mar	3535071	1986	Nov	RetractionIn
2936315	1986	Feb	2665689	1989	Aug	RetractionIn
2997609	1985	Nov	1944427	1991	Nov	RetractionIn
3047873	1988	Sep	2643156	1989	Jan	RetractionIn
3058479	1988	Nov	2180696	1990	Feb	RetractionIn
3066912	1988		2695651	1989		RetractionIn
3068477	1988		3073294	1988		RetractionIn
307018	1978	May	8089505	1994	Oct	RetractionIn
3073307			2255298			RetractionIn
3084104	1986	Apr	2032282	1991	May	RetractionIn
3155760	1985	Feb	3905919	1985	Dec	RetractionIn
3157734	1985	May	3905919	1985	Dec	RetractionIn
3160783	1985	Sep	3309051	1987	Aug	RetractionIn
3246358	1988	Sep	10905876	1999	Dec	RetractionIn
3247743	1988	Oct	9669965	1998		RetractionIn
3263937	1988	Nov	1916769	1991	Sep	RetractionIn
326810	1977	Jul	7002682	1980	Aug	RetractionIn
3320672	1987		3073294	1988		RetractionIn
3321064	1987	Dec	2672002	1989	Sep	RetractionIn
3340220	1988	Jan	9053766	1997	Jan	RetractionIn
3458173	1986	May	8234308	1993	Nov	RetractionIn
3473468	1987	Jun	8016147	1994	Jun	RetractionIn
3481042	1987		9717532	1998		RetractionIn
350903	1978	Jul	7002682	1980	Aug	RetractionIn
3511090	1986	Jan	2656759	1989	Mar	RetractionIn
3519831	1986	Jun	3553413	1987	Jan	RetractionIn
3524257	1986	Jul	2656759	1989	Mar	RetractionIn
3526270	1986	Aug	3313259	1987	Nov	RetractionIn
3554186	1987	Mar	3050911	1988	Sep	RetractionIn
3554260	1987	Jun	2181455	1990	Apr	RetractionIn
360062	1978	Nov	6999347	1980	Nov	RetractionIn
3622601	1987	Aug	8223883	1993	Nov	RetractionIn
363007	1978	Dec	6349461	1983	Aug	RetractionIn
367632	1979	Mar				RetractionIn
370596	1979	Apr	6341849	1983	Jun	RetractionIn
376552	1979	May	7002682	1980	Aug	RetractionIn
3819650	1987	Jan	1364942	1990	Oct	RetractionIn
3822131	1987	Mar	8927237	1996	Aug	RetractionIn
3881789	1985	Mar	3330619	1986	Jan	RetractionIn
3883412	1985	Apr	3330619	1986	Jan	RetractionIn
3886293	1985	May	3545676	1987	Mar	RetractionIn
3887416	1985	May	3303034	1987	Jul	RetractionIn
396398	1979	Apr	6765630	1980	Aug	RetractionIn
400712	1978	Jul	6106651	1980	Nov	RetractionIn
4092997	1985	Nov	9867474	1998	Jul	RetractionIn
4620957	1973	Jul	195582	1977	Apr	RetractionIn
6149691	1984	Oct	3524269	1986	Jul	RetractionIn
6171369	1981	Jul	3882286	1985	Jan	RetractionIn
6182304	1982	Oct	7932905	1994	Oct	RetractionIn
6192441	1983	Aug	6371812	1984	Apr	RetractionIn
6231383	1984	Mar	7932905	1994	Oct	RetractionIn
6243667	1980	Feb	6106651	1980	Nov	RetractionIn
6254434	1980	Sep	7023353	1981	May	RetractionIn
6257420	1981	Feb	3899403	1985	Oct	RetractionIn
6264596	1981	Jul	6765631	1981	Sep	RetractionIn
